code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result
EEE,2014B,406,M,South Region,Lower Than A Level,40-50%,55<=,0,60,Y,Withdrawn
DDD,2013J,407,M,North Western Region,Post Graduate Qualification,60-70%,0-35,1,30,N,Fail
CCC,2014B,408,F,East Anglian Region,Post Graduate Qualification,70-80%,55<=,1,120,N,Distinction
EEE,2013J,409,F,West Midlands Region,Lower Than A Level,30-40%,0-35,0,120,N,Withdrawn
BBB,2013J,409,F,Scotland,HE Qualification,10-20%,35-55,1,150,N,Distinction
CCC,2013J,410,F,North Western Region,HE Qualification,0-10%,0-35,1,120,Y,Pass
AAA,2013J,411,M,South Region,A Level or Equivalent,20-30%,0-35,2,90,N,Pass
DDD,2014B,412,M,Wales,HE Qualification,90-100%,35-55,1,90,N,Withdrawn
AAA,2013J,412,M,East Anglian Region,Post Graduate Qualification,30-40%,35-55,0,30,Y,Pass
EEE,2014B,413,F,Scotland,HE Qualification,0-10%,55<=,2,90,N,Pass
AAA,2013J,414,F,South East Region,HE Qualification,80-90%,35-55,0,120,N,Fail
CCC,2014B,414,M,West Midlands Region,Post Graduate Qualification,10-20%,0-35,1,150,N,Withdrawn
EEE,2014B,415,F,North Western Region,A Level or Equivalent,80-90%,0-35,1,30,N,Withdrawn
DDD,2014B,415,F,East Midlands Region,Lower Than A Level,60-70%,55<=,2,30,Y,Distinction
AAA,2014B,416,M,Wales,A Level or Equivalent,90-100%,35-55,2,30,N,Pass
EEE,2013J,416,F,North Region,Lower Than A Level,20-30%,35-55,0,150,N,Pass
CCC,2014B,417,M,South West Region,A Level or Equivalent,90-100%,35-55,0,120,Y,Distinction
AAA,2013J,418,M,West Midlands Region,A Level or Equivalent,80-90%,55<=,0,90,N,Withdrawn
DDD,2013J,418,M,West Midlands Region,Lower Than A Level,60-70%,55<=,1,90,N,Pass
BBB,2013J,419,M,North Western Region,HE Qualification,60-70%,55<=,1,120,N,Pass
DDD,2013J,419,M,East Anglian Region,A Level or Equivalent,40-50%,35-55,2,150,Y,Pass
EEE,2014B,420,F,South West Region,HE Qualification,90-100%,0-35,0,60,N,Fail
CCC,2013J,421,F,South East Region,HE Qualification,60-70%,35-55,0,60,N,Pass
AAA,2014B,421,F,South West Region,Post Graduate Qualification,20-30%,35-55,1,90,N,Pass
BBB,2014B,422,M,South West Region,Lower Than A Level,80-90%,55<=,1,30,N,Fail
CCC,2014B,422,M,North Region,Lower Than A Level,90-100%,55<=,1,30,N,Pass
BBB,2013J,423,M,South Region,No Formal quals,0-10%,55<=,2,150,N,Distinction
DDD,2014B,424,M,South West Region,A Level or Equivalent,20-30%,35-55,2,120,N,Withdrawn
BBB,2014B,424,F,East Anglian Region,Lower Than A Level,10-20%,55<=,1,90,N,Withdrawn
BBB,2013J,425,F,South East Region,A Level or Equivalent,80-90%,35-55,2,150,N,Pass
CCC,2014B,425,M,North Region,Post Graduate Qualification,30-40%,0-35,0,90,Y,Withdrawn
AAA,2013J,426,F,Wales,HE Qualification,40-50%,55<=,0,90,N,Pass
CCC,2013J,426,M,South West Region,No Formal quals,20-30%,55<=,2,30,Y,Pass
EEE,2014B,427,M,South Region,No Formal quals,40-50%,0-35,2,150,Y,Fail
EEE,2013J,428,M,North Western Region,HE Qualification,0-10%,55<=,0,150,N,Fail
CCC,2013J,428,M,North Western Region,Post Graduate Qualification,40-50%,35-55,1,150,Y,Distinction
BBB,2014B,429,F,North Region,HE Qualification,70-80%,35-55,1,120,N,Withdrawn
AAA,2013J,429,M,West Midlands Region,Post Graduate Qualification,80-90%,35-55,2,60,N,Pass
BBB,2014B,430,F,East Midlands Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass
EEE,2014B,430,M,North Western Region,A Level or Equivalent,10-20%,0-35,2,150,N,Pass
BBB,2013J,431,M,South East Region,No Formal quals,30-40%,35-55,2,150,N,Pass
DDD,2013J,432,F,North Region,HE Qualification,20-30%,55<=,1,90,N,Pass
AAA,2013J,433,M,London Region,A Level or Equivalent,0-10%,55<=,2,60,N,Distinction
CCC,2014B,434,F,East Anglian Region,HE Qualification,50-60%,55<=,0,60,Y,Fail
EEE,2013J,435,M,East Anglian Region,No Formal quals,50-60%,0-35,1,150,N,Pass
AAA,2014B,435,M,South East Region,Lower Than A Level,90-100%,0-35,1,120,Y,Pass
DDD,2014B,436,F,Scotland,No Formal quals,90-100%,0-35,2,120,N,Pass
BBB,2013J,437,M,East Anglian Region,Post Graduate Qualification,60-70%,55<=,2,90,N,Fail
AAA,2014B,437,M,South East Region,Post Graduate Qualification,10-20%,55<=,1,60,N,Fail
EEE,2014B,438,M,London Region,No Formal quals,10-20%,55<=,1,60,Y,Pass
AAA,2014B,439,M,Wales,Post Graduate Qualification,60-70%,0-35,0,60,N,Distinction
CCC,2013J,440,M,South Region,Post Graduate Qualification,70-80%,0-35,0,90,N,Fail
AAA,2014B,440,M,West Midlands Region,Lower Than A Level,0-10%,0-35,2,60,N,Distinction
CCC,2014B,441,M,South West Region,No Formal quals,0-10%,55<=,1,120,N,Pass
BBB,2014B,441,F,North Region,Lower Than A Level,70-80%,35-55,2,60,Y,Distinction
EEE,2013J,442,F,North Region,HE Qualification,10-20%,0-35,2,120,N,Distinction
AAA,2013J,442,F,London Region,A Level or Equivalent,20-30%,0-35,1,120,N,Pass
DDD,2014B,443,F,London Region,Post Graduate Qualification,40-50%,0-35,0,60,N,Pass
CCC,2013J,443,F,East Midlands Region,No Formal quals,10-20%,55<=,2,120,N,Pass
AAA,2014B,444,F,East Midlands Region,Post Graduate Qualification,40-50%,55<=,2,60,N,Pass
BBB,2013J,445,M,South West Region,A Level or Equivalent,90-100%,55<=,1,30,N,Fail
AAA,2014B,445,M,South East Region,HE Qualification,30-40%,35-55,0,90,N,Pass
EEE,2013J,446,F,Wales,Lower Than A Level,0-10%,35-55,2,90,N,Pass
AAA,2013J,447,M,West Midlands Region,Post Graduate Qualification,10-20%,0-35,2,60,N,Fail
CCC,2014B,447,M,West Midlands Region,No Formal quals,50-60%,0-35,2,120,N,Fail
DDD,2013J,448,F,West Midlands Region,No Formal quals,0-10%,35-55,0,60,N,Distinction
BBB,2013J,448,F,South West Region,No Formal quals,50-60%,35-55,0,90,N,Distinction
CCC,2014B,449,F,South West Region,Lower Than A Level,20-30%,0-35,1,150,N,Pass
AAA,2014B,449,M,East Anglian Region,HE Qualification,30-40%,35-55,0,30,N,Pass
DDD,2014B,450,F,West Midlands Region,Lower Than A Level,80-90%,0-35,0,120,N,Distinction
BBB,2013J,451,F,South East Region,HE Qualification,0-10%,0-35,0,90,N,Pass
CCC,2013J,451,F,South West Region,HE Qualification,70-80%,35-55,0,120,N,Fail
AAA,2013J,452,M,West Midlands Region,HE Qualification,90-100%,0-35,2,120,Y,Distinction
AAA,2013J,453,M,Scotland,No Formal quals,60-70%,55<=,0,120,N,Pass
EEE,2013J,454,F,East Anglian Region,Post Graduate Qualification,90-100%,0-35,0,90,N,Fail
CCC,2014B,455,M,London Region,HE Qualification,20-30%,55<=,2,90,N,Pass
AAA,2013J,456,F,London Region,HE Qualification,0-10%,35-55,1,90,N,Pass
DDD,2013J,457,F,South Region,HE Qualification,20-30%,35-55,1,150,N,Fail
BBB,2013J,457,F,South West Region,HE Qualification,80-90%,55<=,1,120,N,Fail
AAA,2013J,458,F,North Region,HE Qualification,40-50%,35-55,0,60,N,Fail
CCC,2014B,459,M,South Region,No Formal quals,60-70%,0-35,1,90,N,Fail
BBB,2014B,459,F,West Midlands Region,Lower Than A Level,30-40%,55<=,1,150,N,Withdrawn
EEE,2014B,460,F,Scotland,A Level or Equivalent,0-10%,35-55,1,30,N,Pass
BBB,2014B,460,F,East Anglian Region,Post Graduate Qualification,0-10%,55<=,1,90,N,Distinction
DDD,2013J,461,F,South West Region,A Level or Equivalent,50-60%,35-55,2,30,N,Withdrawn
AAA,2013J,461,M,West Midlands Region,Post Graduate Qualification,40-50%,55<=,2,60,N,Pass
EEE,2014B,462,M,East Anglian Region,Post Graduate Qualification,90-100%,55<=,1,30,N,Pass
EEE,2013J,463,M,South West Region,HE Qualification,60-70%,35-55,2,30,Y,Fail
BBB,2014B,463,F,East Midlands Region,No Formal quals,60-70%,55<=,1,150,Y,Fail
EEE,2013J,464,F,Scotland,HE Qualification,10-20%,55<=,2,150,N,Pass
AAA,2013J,464,M,East Anglian Region,No Formal quals,20-30%,55<=,1,150,N,Pass
DDD,2013J,465,M,North Region,Lower Than A Level,60-70%,35-55,2,120,N,Fail
CCC,2013J,466,M,East Anglian Region,HE Qualification,20-30%,35-55,1,60,N,Pass
CCC,2013J,467,F,East Midlands Region,Lower Than A Level,0-10%,55<=,1,150,N,Withdrawn
CCC,2014B,468,M,South Region,Post Graduate Qualification,50-60%,0-35,0,150,N,Fail
EEE,2014B,469,M,Wales,Post Graduate Qualification,70-80%,55<=,0,90,N,Fail
AAA,2013J,470,M,East Anglian Region,No Formal quals,90-100%,0-35,2,30,N,Pass
CCC,2013J,470,M,East Anglian Region,Lower Than A Level,0-10%,0-35,0,30,N,Pass
EEE,2013J,471,F,North Region,Post Graduate Qualification,70-80%,55<=,2,90,N,Pass
EEE,2013J,472,F,East Midlands Region,No Formal quals,90-100%,55<=,1,150,N,Fail
CCC,2013J,472,F,South Region,A Level or Equivalent,50-60%,55<=,1,60,N,Pass
CCC,2014B,473,F,West Midlands Region,HE Qualification,60-70%,0-35,0,60,N,Fail
DDD,2013J,473,M,North Region,Lower Than A Level,70-80%,55<=,2,150,N,Withdrawn
CCC,2013J,474,F,Scotland,Post Graduate Qualification,80-90%,35-55,1,90,N,Pass
DDD,2014B,475,M,North Western Region,A Level or Equivalent,40-50%,0-35,2,150,N,Pass
BBB,2014B,475,F,Scotland,HE Qualification,0-10%,35-55,0,90,Y,Distinction
AAA,2014B,476,F,North Region,HE Qualification,0-10%,55<=,2,90,N,Fail
EEE,2013J,477,F,South East Region,Lower Than A Level,90-100%,35-55,2,60,N,Pass
CCC,2014B,477,F,North Western Region,HE Qualification,70-80%,0-35,1,60,N,Pass
EEE,2014B,478,F,East Anglian Region,HE Qualification,80-90%,0-35,2,120,N,Pass
EEE,2014B,479,F,London Region,HE Qualification,50-60%,55<=,1,150,N,Withdrawn
DDD,2013J,480,F,South East Region,No Formal quals,0-10%,35-55,1,120,Y,Distinction
BBB,2013J,481,F,London Region,A Level or Equivalent,0-10%,35-55,2,30,N,Withdrawn
CCC,2013J,481,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,2,90,N,Pass
EEE,2013J,482,F,East Midlands Region,Lower Than A Level,80-90%,35-55,2,60,N,Pass
BBB,2013J,482,M,North Western Region,Post Graduate Qualification,50-60%,0-35,2,60,N,Withdrawn
BBB,2014B,483,F,South Region,No Formal quals,30-40%,35-55,1,120,N,Pass
CCC,2014B,483,M,Scotland,A Level or Equivalent,90-100%,55<=,1,30,N,Pass
CCC,2013J,484,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,1,120,N,Pass
EEE,2014B,484,M,East Anglian Region,Post Graduate Qualification,60-70%,0-35,2,30,N,Distinction
EEE,2013J,485,F,East Anglian Region,HE Qualification,90-100%,0-35,0,90,N,Distinction
DDD,2013J,486,M,South Region,Post Graduate Qualification,50-60%,35-55,0,90,N,Pass
AAA,2014B,487,F,Scotland,A Level or Equivalent,10-20%,35-55,0,150,N,Withdrawn
DDD,2013J,487,M,West Midlands Region,A Level or Equivalent,40-50%,35-55,2,90,N,Pass
CCC,2014B,488,F,South East Region,HE Qualification,20-30%,55<=,1,120,N,Pass
DDD,2014B,488,F,South West Region,HE Qualification,20-30%,0-35,2,30,N,Pass
EEE,2013J,489,F,West Midlands Region,HE Qualification,20-30%,55<=,1,60,N,Pass
BBB,2013J,489,M,Scotland,A Level or Equivalent,80-90%,0-35,2,30,Y,Fail
EEE,2014B,490,F,North Region,A Level or Equivalent,40-50%,0-35,0,30,Y,Pass
AAA,2014B,490,F,London Region,Post Graduate Qualification,0-10%,55<=,1,90,N,Withdrawn
AAA,2013J,491,F,South East Region,A Level or Equivalent,90-100%,35-55,1,30,N,Pass
EEE,2014B,491,F,North Western Region,Lower Than A Level,50-60%,0-35,0,90,N,Withdrawn
AAA,2013J,492,M,London Region,Post Graduate Qualification,70-80%,55<=,1,120,N,Pass
BBB,2014B,492,F,South Region,Lower Than A Level,80-90%,0-35,0,60,N,Distinction
EEE,2013J,493,M,South East Region,Post Graduate Qualification,40-50%,35-55,1,150,N,Withdrawn
AAA,2013J,493,F,South Region,HE Qualification,0-10%,35-55,1,150,N,Withdrawn
DDD,2014B,494,M,South Region,Lower Than A Level,40-50%,0-35,2,90,N,Pass
EEE,2014B,494,M,Scotland,Post Graduate Qualification,60-70%,35-55,1,30,N,Pass
AAA,2014B,495,F,West Midlands Region,HE Qualification,50-60%,55<=,0,30,N,Distinction
CCC,2013J,496,F,East Midlands Region,A Level or Equivalent,80-90%,55<=,0,150,N,Pass
BBB,2013J,497,F,North Western Region,Post Graduate Qualification,10-20%,55<=,0,60,N,Pass
CCC,2013J,497,M,London Region,HE Qualification,0-10%,0-35,2,90,N,Pass
AAA,2013J,498,M,East Midlands Region,A Level or Equivalent,80-90%,55<=,1,60,N,Distinction
BBB,2014B,499,F,East Anglian Region,Post Graduate Qualification,0-10%,35-55,2,90,N,Fail
DDD,2013J,499,M,London Region,Post Graduate Qualification,30-40%,0-35,2,30,N,Pass
AAA,2014B,500,F,Wales,Post Graduate Qualification,80-90%,0-35,0,90,N,Pass
DDD,2013J,501,M,East Midlands Region,Lower Than A Level,70-80%,0-35,0,30,N,Pass
BBB,2014B,501,F,Scotland,HE Qualification,10-20%,35-55,1,30,N,Pass
DDD,2014B,502,M,South West Region,Lower Than A Level,70-80%,35-55,1,90,N,Pass
EEE,2013J,503,F,East Anglian Region,Post Graduate Qualification,0-10%,0-35,1,30,Y,Pass
AAA,2014B,503,M,Scotland,Post Graduate Qualification,20-30%,0-35,2,90,N,Distinction
BBB,2013J,504,F,South East Region,No Formal quals,10-20%,55<=,1,30,N,Pass
AAA,2014B,505,M,South West Region,A Level or Equivalent,80-90%,35-55,1,150,N,Fail
EEE,2013J,505,M,Scotland,Lower Than A Level,40-50%,0-35,2,30,Y,Fail
DDD,2013J,506,F,South East Region,HE Qualification,50-60%,0-35,0,60,N,Pass
EEE,2013J,507,M,South West Region,HE Qualification,90-100%,55<=,2,30,N,Pass
DDD,2014B,507,F,East Midlands Region,Lower Than A Level,70-80%,35-55,1,150,Y,Pass
BBB,2014B,508,F,North Western Region,Lower Than A Level,50-60%,0-35,0,120,N,Pass
BBB,2014B,509,M,Wales,Lower Than A Level,50-60%,35-55,1,150,N,Withdrawn
AAA,2013J,509,M,London Region,A Level or Equivalent,20-30%,35-55,0,120,N,Pass
CCC,2014B,510,M,London Region,No Formal quals,30-40%,35-55,0,90,N,Pass
EEE,2013J,510,F,South East Region,Lower Than A Level,80-90%,35-55,1,30,N,Fail
BBB,2013J,511,F,North Region,A Level or Equivalent,20-30%,55<=,1,60,Y,Withdrawn
BBB,2013J,512,M,South Region,A Level or Equivalent,60-70%,35-55,0,150,N,Distinction
BBB,2013J,513,F,South West Region,Lower Than A Level,80-90%,55<=,1,150,N,Pass
DDD,2014B,513,F,West Midlands Region,No Formal quals,80-90%,35-55,0,60,N,Distinction
EEE,2013J,514,F,East Midlands Region,Lower Than A Level,50-60%,55<=,1,60,N,Withdrawn
EEE,2014B,515,F,London Region,A Level or Equivalent,0-10%,0-35,0,30,N,Withdrawn
AAA,2013J,515,F,London Region,HE Qualification,30-40%,55<=,1,150,N,Pass
CCC,2014B,516,F,North Region,No Formal quals,10-20%,35-55,2,60,N,Withdrawn
EEE,2014B,516,F,South West Region,A Level or Equivalent,90-100%,35-55,0,150,Y,Fail
CCC,2013J,517,M,East Anglian Region,No Formal quals,80-90%,35-55,0,30,N,Withdrawn
CCC,2014B,518,F,East Midlands Region,HE Qualification,80-90%,0-35,1,60,N,Fail
BBB,2013J,518,M,Scotland,A Level or Equivalent,80-90%,0-35,1,120,N,Fail
EEE,2013J,519,F,South Region,HE Qualification,10-20%,0-35,1,60,N,Pass
AAA,2013J,519,F,North Region,No Formal quals,50-60%,35-55,1,30,N,Withdrawn
CCC,2013J,520,M,North Western Region,Lower Than A Level,50-60%,35-55,0,60,N,Distinction
DDD,2013J,520,F,East Midlands Region,Lower Than A Level,20-30%,0-35,0,150,N,Distinction
BBB,2013J,521,F,South Region,Post Graduate Qualification,50-60%,35-55,2,30,N,Pass
BBB,2013J,522,F,East Anglian Region,Lower Than A Level,30-40%,0-35,1,30,N,Withdrawn
AAA,2013J,523,F,East Anglian Region,Post Graduate Qualification,30-40%,55<=,0,60,N,Pass
BBB,2014B,524,F,London Region,A Level or Equivalent,90-100%,55<=,1,60,N,Pass
DDD,2013J,525,M,North Western Region,No Formal quals,50-60%,35-55,1,150,N,Fail
EEE,2013J,525,M,East Anglian Region,Lower Than A Level,0-10%,35-55,2,150,N,Pass
EEE,2013J,526,M,London Region,A Level or Equivalent,50-60%,55<=,0,30,Y,Fail
BBB,2013J,526,F,North Region,No Formal quals,30-40%,55<=,2,60,N,Distinction
EEE,2014B,527,M,Wales,Lower Than A Level,40-50%,35-55,2,120,N,Pass
EEE,2014B,528,F,Wales,Post Graduate Qualification,20-30%,0-35,2,30,N,Distinction
AAA,2014B,528,F,South West Region,A Level or Equivalent,0-10%,55<=,0,60,N,Distinction
BBB,2013J,529,M,South Region,No Formal quals,90-100%,35-55,0,60,N,Pass
DDD,2013J,530,M,London Region,No Formal quals,90-100%,0-35,1,90,N,Pass
EEE,2013J,531,F,North Western Region,HE Qualification,50-60%,35-55,0,30,Y,Withdrawn
CCC,2013J,532,M,North Region,HE Qualification,0-10%,0-35,0,30,N,Fail
CCC,2013J,533,M,North Western Region,Lower Than A Level,10-20%,35-55,0,120,Y,Fail
AAA,2013J,533,M,Scotland,HE Qualification,70-80%,0-35,2,150,N,Distinction
DDD,2014B,534,F,West Midlands Region,No Formal quals,60-70%,0-35,0,30,N,Fail
BBB,2014B,534,F,Scotland,No Formal quals,0-10%,0-35,0,60,N,Fail
CCC,2014B,535,F,Wales,No Formal quals,60-70%,55<=,1,60,N,Pass
DDD,2014B,536,M,South East Region,HE Qualification,90-100%,55<=,1,150,N,Pass
CCC,2014B,536,M,Scotland,No Formal quals,20-30%,0-35,2,90,N,Pass
CCC,2013J,537,M,East Midlands Region,HE Qualification,10-20%,55<=,1,120,N,Pass
CCC,2014B,538,F,South Region,Lower Than A Level,60-70%,55<=,1,60,N,Withdrawn
BBB,2013J,538,M,Wales,No Formal quals,80-90%,0-35,2,150,N,Pass
BBB,2013J,539,M,London Region,HE Qualification,50-60%,35-55,1,90,N,Fail
DDD,2013J,539,F,South Region,Lower Than A Level,30-40%,0-35,2,150,N,Fail
BBB,2014B,540,F,Scotland,No Formal quals,0-10%,0-35,1,30,N,Fail
DDD,2014B,541,M,West Midlands Region,Lower Than A Level,90-100%,0-35,1,150,N,Pass
CCC,2014B,541,M,East Anglian Region,A Level or Equivalent,80-90%,55<=,2,30,N,Pass
EEE,2013J,542,F,South Region,No Formal quals,0-10%,0-35,2,30,N,Fail
BBB,2013J,543,F,Scotland,Post Graduate Qualification,80-90%,0-35,1,60,N,Pass
EEE,2013J,543,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,1,90,Y,Pass
AAA,2014B,544,M,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,30,N,Pass
CCC,2013J,545,F,London Region,No Formal quals,70-80%,55<=,0,30,N,Distinction
DDD,2013J,546,M,West Midlands Region,No Formal quals,40-50%,0-35,1,30,N,Distinction
DDD,2013J,547,M,West Midlands Region,Lower Than A Level,10-20%,35-55,1,30,N,Distinction
AAA,2013J,548,M,West Midlands Region,Lower Than A Level,60-70%,35-55,2,90,N,Pass
DDD,2013J,549,M,South Region,Lower Than A Level,0-10%,0-35,2,90,N,Withdrawn
BBB,2013J,550,F,London Region,Post Graduate Qualification,60-70%,55<=,2,120,N,Distinction
CCC,2014B,551,F,North Region,A Level or Equivalent,40-50%,55<=,2,60,N,Fail
EEE,2014B,552,F,North Region,No Formal quals,10-20%,35-55,2,90,N,Pass
EEE,2014B,553,F,North Region,No Formal quals,40-50%,35-55,2,90,N,Distinction
BBB,2014B,553,F,Wales,A Level or Equivalent,70-80%,55<=,1,30,N,Distinction
CCC,2013J,554,F,East Midlands Region,Post Graduate Qualification,80-90%,55<=,1,30,N,Fail
AAA,2014B,555,F,West Midlands Region,No Formal quals,60-70%,55<=,0,30,N,Pass
BBB,2013J,556,F,North Region,No Formal quals,50-60%,0-35,0,150,N,Distinction
EEE,2013J,556,M,South West Region,Lower Than A Level,90-100%,35-55,1,120,N,Distinction
EEE,2013J,557,M,East Anglian Region,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn
AAA,2013J,557,M,North Region,HE Qualification,60-70%,35-55,0,150,N,Pass
DDD,2014B,558,F,Scotland,Post Graduate Qualification,20-30%,35-55,0,30,N,Pass
BBB,2013J,558,F,Wales,Lower Than A Level,10-20%,0-35,2,150,Y,Fail
DDD,2014B,559,F,Wales,Lower Than A Level,20-30%,55<=,0,120,N,Distinction
EEE,2014B,559,F,Scotland,Post Graduate Qualification,50-60%,35-55,0,30,N,Withdrawn
CCC,2014B,560,M,South East Region,No Formal quals,20-30%,55<=,1,150,N,Fail
EEE,2014B,560,F,South West Region,No Formal quals,30-40%,0-35,1,60,N,Fail
DDD,2014B,561,F,South West Region,No Formal quals,70-80%,0-35,2,90,N,Pass
BBB,2014B,561,M,West Midlands Region,Post Graduate Qualification,80-90%,35-55,1,60,N,Pass
EEE,2013J,562,F,North Western Region,HE Qualification,10-20%,55<=,1,150,N,Pass
EEE,2014B,563,M,South East Region,HE Qualification,70-80%,55<=,2,150,N,Pass
CCC,2013J,563,F,Wales,HE Qualification,80-90%,55<=,2,90,N,Pass
CCC,2013J,564,M,South Region,Lower Than A Level,90-100%,0-35,2,90,N,Fail
DDD,2014B,564,M,North Western Region,No Formal quals,70-80%,0-35,2,120,N,Withdrawn
BBB,2013J,565,M,East Anglian Region,HE Qualification,90-100%,55<=,0,90,N,Distinction
AAA,2013J,565,F,North Region,Post Graduate Qualification,60-70%,55<=,0,120,N,Distinction
EEE,2013J,566,M,West Midlands Region,HE Qualification,60-70%,55<=,2,150,N,Pass
DDD,2013J,567,M,East Anglian Region,Post Graduate Qualification,90-100%,55<=,2,150,N,Pass
CCC,2014B,567,M,West Midlands Region,Lower Than A Level,50-60%,55<=,1,120,N,Pass
EEE,2014B,568,M,Wales,No Formal quals,90-100%,55<=,1,150,N,Fail
BBB,2014B,568,M,London Region,A Level or Equivalent,60-70%,0-35,0,30,N,Distinction
BBB,2013J,569,F,South Region,A Level or Equivalent,20-30%,0-35,1,150,N,Fail
AAA,2013J,570,F,Scotland,Lower Than A Level,20-30%,55<=,0,60,N,Fail
EEE,2014B,571,M,South West Region,Post Graduate Qualification,30-40%,0-35,1,90,Y,Fail
BBB,2013J,571,M,South Region,Lower Than A Level,50-60%,55<=,1,60,N,Pass
EEE,2013J,572,F,North Western Region,A Level or Equivalent,40-50%,0-35,0,90,N,Fail
BBB,2013J,573,F,North Western Region,A Level or Equivalent,70-80%,55<=,1,60,N,Distinction
CCC,2013J,573,F,South East Region,A Level or Equivalent,90-100%,55<=,2,120,N,Fail
DDD,2013J,574,M,East Midlands Region,HE Qualification,0-10%,55<=,1,120,N,Pass
CCC,2013J,575,M,Wales,HE Qualification,10-20%,55<=,2,30,N,Pass
DDD,2014B,576,F,South West Region,HE Qualification,50-60%,35-55,1,120,N,Pass
BBB,2014B,577,M,Scotland,Post Graduate Qualification,80-90%,55<=,0,60,N,Pass
CCC,2014B,578,M,West Midlands Region,No Formal quals,20-30%,35-55,0,120,N,Pass
CCC,2014B,579,M,South Region,Post Graduate Qualification,60-70%,35-55,2,30,N,Fail
AAA,2014B,580,M,South East Region,HE Qualification,50-60%,55<=,1,30,N,Pass
EEE,2013J,581,M,East Midlands Region,Post Graduate Qualification,80-90%,55<=,1,150,N,Fail
EEE,2014B,582,F,Wales,No Formal quals,30-40%,35-55,0,90,N,Withdrawn
DDD,2014B,582,M,South East Region,A Level or Equivalent,90-100%,0-35,2,60,N,Withdrawn
BBB,2013J,583,M,London Region,Lower Than A Level,10-20%,0-35,2,90,N,Fail
AAA,2014B,583,F,London Region,Lower Than A Level,40-50%,55<=,1,30,N,Pass
DDD,2013J,584,M,South Region,Post Graduate Qualification,10-20%,35-55,2,120,N,Withdrawn
DDD,2013J,585,M,South West Region,HE Qualification,20-30%,0-35,0,60,N,Distinction
CCC,2014B,586,F,North Region,HE Qualification,10-20%,0-35,1,60,N,Pass
DDD,2014B,587,M,North Western Region,HE Qualification,10-20%,0-35,0,60,N,Pass
BBB,2014B,587,M,East Midlands Region,A Level or Equivalent,60-70%,35-55,2,150,N,Fail
AAA,2013J,588,F,Wales,A Level or Equivalent,90-100%,0-35,1,60,Y,Withdrawn
EEE,2013J,588,F,North Western Region,HE Qualification,90-100%,55<=,2,90,N,Pass
CCC,2014B,589,F,Wales,Lower Than A Level,40-50%,35-55,1,60,Y,Pass
DDD,2013J,590,M,North Western Region,No Formal quals,40-50%,0-35,2,90,N,Withdrawn
CCC,2014B,590,F,Scotland,A Level or Equivalent,30-40%,0-35,1,30,N,Fail
CCC,2013J,591,F,North Western Region,A Level or Equivalent,60-70%,0-35,0,120,N,Distinction
AAA,2013J,591,M,South East Region,No Formal quals,80-90%,35-55,2,30,N,Distinction
BBB,2014B,592,F,North Western Region,Lower Than A Level,90-100%,35-55,0,120,N,Withdrawn
BBB,2013J,593,F,South East Region,Lower Than A Level,70-80%,35-55,1,60,N,Fail
CCC,2013J,593,F,North Region,No Formal quals,0-10%,35-55,1,90,N,Pass
AAA,2013J,594,F,Scotland,Lower Than A Level,90-100%,55<=,2,30,N,Withdrawn
EEE,2014B,595,F,East Midlands Region,No Formal quals,40-50%,55<=,0,120,N,Withdrawn
DDD,2014B,596,F,South Region,Lower Than A Level,0-10%,35-55,0,30,N,Pass
AAA,2013J,597,M,North Region,Post Graduate Qualification,70-80%,55<=,1,120,N,Withdrawn
CCC,2014B,598,F,North Western Region,Lower Than A Level,80-90%,0-35,0,90,N,Fail
DDD,2013J,598,F,South Region,No Formal quals,40-50%,35-55,1,30,N,Fail
EEE,2013J,599,F,East Midlands Region,A Level or Equivalent,20-30%,35-55,1,60,N,Pass
BBB,2013J,599,M,West Midlands Region,Lower Than A Level,10-20%,0-35,0,90,Y,Fail
EEE,2014B,600,M,South West Region,No Formal quals,50-60%,55<=,2,120,N,Distinction
BBB,2013J,601,F,South East Region,No Formal quals,90-100%,35-55,2,150,N,Distinction
DDD,2013J,601,F,South West Region,Post Graduate Qualification,50-60%,55<=,0,120,N,Pass
AAA,2013J,602,F,West Midlands Region,Lower Than A Level,80-90%,55<=,0,120,N,Pass
DDD,2013J,603,M,East Anglian Region,No Formal quals,50-60%,55<=,0,30,N,Withdrawn
BBB,2014B,604,M,London Region,No Formal quals,80-90%,0-35,1,150,N,Pass
AAA,2014B,604,F,East Anglian Region,A Level or Equivalent,60-70%,55<=,0,90,N,Withdrawn
EEE,2013J,605,F,West Midlands Region,No Formal quals,60-70%,0-35,2,30,N,Fail
DDD,2013J,605,F,Wales,Lower Than A Level,20-30%,35-55,2,30,Y,Distinction
BBB,2014B,606,F,North Region,HE Qualification,90-100%,0-35,2,150,Y,Pass
AAA,2013J,606,F,South Region,No Formal quals,40-50%,55<=,0,30,N,Pass
CCC,2013J,607,M,London Region,HE Qualification,30-40%,35-55,0,30,N,Pass
